"Transcript","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif"
"ENST00000245539",-0.893463788971618,6.08311595344069,-11.3376584412414,2.67720513097848e-06,0.00118883847642256,5.37641429442094,FALSE
"ENST00000304677",0.926168039812609,6.19763330131011,11.2450136482958,2.85324413373952e-06,0.00118883847642256,5.31615772456744,FALSE
"ENST00000407193",-0.906739599969529,5.74154962284394,-11.2352272390775,2.87258122269787e-06,0.00118883847642256,5.30975893162394,FALSE
"ENST00000518087",1.08207464888561,4.94063211440328,11.1141796635813,3.12423994405332e-06,0.00118883847642256,5.23007517477859,TRUE
"ENST00000292431",-0.757812433938862,4.98226168840291,-11.1124436750246,3.12802347133932e-06,0.00118883847642256,5.22892512285529,FALSE
"ENST00000372431",-1.86747154665097,4.76035262332511,-11.0897009104742,3.1780651698199e-06,0.00118883847642256,5.21383943708556,TRUE
"ENST00000502346",-0.872295096817895,4.8154280984752,-11.0650547228038,3.2333048728308e-06,0.00118883847642256,5.19745094171598,FALSE
"ENST00000429029",0.843813026190184,5.60247037887395,11.061927716874,3.24038963740235e-06,0.00118883847642256,5.19536863874118,FALSE
"ENST00000326739",-0.64614542131981,8.29370119359009,-11.0138648398911,3.35148991689153e-06,0.00118883847642256,5.16327786102622,FALSE
"ENST00000303071",-1.13580885417109,3.08856395435874,-11.0126126666522,3.35444058980722e-06,0.00118883847642256,5.1624396610609,TRUE
"ENST00000075120",0.920339092714078,3.57661074284278,10.9727749437505,3.44984422501054e-06,0.00118883847642256,5.1357153498795,FALSE
"ENST00000393000",-1.44555089879908,4.65337498583482,-10.9715359403017,3.45285950034974e-06,0.00118883847642256,5.13488241153098,TRUE
"ENST00000361298",-0.832713867680759,6.08389008299303,-10.9627529557033,3.47431842598802e-06,0.00118883847642256,5.12897483739247,FALSE
"ENST00000400566",1.46315801597772,2.90546511665235,10.9449368735905,3.51830539335491e-06,0.00118883847642256,5.11697483892481,TRUE
"ENST00000338401",-0.756175329857726,5.3632340407376,-10.9355017757106,3.54185126500411e-06,0.00118883847642256,5.11061080857832,FALSE
"ENST00000397572",-0.938620117865525,3.870183188276,-10.8904174918854,3.65681332004884e-06,0.00120550769109681,5.08011454751939,FALSE
"ENST00000568457",1.10226006322526,3.32711271423409,10.8560560459102,3.7472266305049e-06,0.00120567912605333,5.05677488932764,TRUE
"ENST00000610382",4.99607333263536,1.3754782781424,10.8408788436963,3.78795240296262e-06,0.00120567912605333,5.04643920221335,TRUE
"ENST00000368985",0.926457130456392,3.93435624104917,10.7277178242685,4.10762653934581e-06,0.00125953805328379,4.96885623048582,FALSE
"ENST00000038176",-0.865540612818703,4.64207678011266,-10.7180165808513,4.13640131820928e-06,0.00125953805328379,4.96216210561179,FALSE
"ENST00000370053",1.22704194619912,2.78020206027339,10.7095008116455,4.16184503820547e-06,0.00125953805328379,4.95628036328562,TRUE
"ENST00000301764",-0.62009677966915,6.00987409784229,-10.6850714135211,4.23580887290739e-06,0.00126124625165715,4.93937801048132,FALSE
"ENST00000054950",-0.847423249906665,3.99493132370469,-10.6612853809585,4.30923443769764e-06,0.00126274249133867,4.92287899803376,FALSE
"ENST00000412872",0.634573605780921,7.98496509029149,10.5731235971587,4.59401520781983e-06,0.00129169227945621,4.86136421674694,FALSE
"ENST00000380325",-0.672328689801729,5.85141984684589,-10.5604816813967,4.63654365637589e-06,0.00129169227945621,4.85249632099335,FALSE
"ENST00000338825",-0.918983082128239,7.20114843904563,-10.5466076772429,4.68372238799287e-06,0.00129169227945621,4.84275050967139,FALSE
"ENST00000492135",-0.967378394133502,6.00359434732933,-10.5453856992587,4.68790329470591e-06,0.00129169227945621,4.84189144460855,FALSE
"ENST00000222690",0.72820215031734,4.43490332134291,10.5014754629688,4.8409331523377e-06,0.00130092249708018,4.81094821818307,FALSE
"ENST00000277865",-0.675313106605361,6.04798854986053,-10.495456560759,4.86233965107701e-06,0.00130092249708018,4.80669552189226,FALSE
"ENST00000589913",-0.902778293154852,5.07497387885403,-10.4660639742124,4.96840167301888e-06,0.00131030947550859,4.78588898648427,FALSE
"ENST00000168216",0.795550320261154,6.59819480040345,10.4337687609678,5.08791855103378e-06,0.00131874053377001,4.76295283461832,FALSE
"ENST00000621465",-0.744189556205101,4.23412179250137,-10.4191054569699,5.14323809281408e-06,0.00131874053377001,4.75251293559423,FALSE
"ENST00000334815",-1.09686078853495,3.54225589510244,-10.3813771044529,5.28867839926677e-06,0.00133745605382005,4.72557643280235,TRUE
"ENST00000621356",-0.798444224878339,5.81707859132212,-10.3362978135126,5.46849428323519e-06,0.00136424152652439,4.69324960112158,FALSE
"ENST00000361361",-0.746433784468704,4.97631147066784,-10.2971892883451,5.63001962778387e-06,0.00137890950183538,4.66507844426776,FALSE
"ENST00000304786",-1.14414609662426,7.24625953777014,-10.2718952771537,5.73731498747901e-06,0.00137890950183538,4.64679565893942,TRUE
"ENST00000347617",-1.4107079211647,5.80105738099339,-10.2686211032951,5.75136946218106e-06,0.00137890950183538,4.64442544008186,TRUE
"ENST00000309451",-0.539153503888421,6.83027208172819,-10.2480563911426,5.84052540109904e-06,0.00138233255679089,4.62951939863044,FALSE
"ENST00000245185",1.48488233587073,5.30497444020828,10.2067562637467,6.02426359301171e-06,0.00140777126823531,4.59948442255923,TRUE
"ENST00000298130",-0.72027436670893,4.64465035858922,-10.1716958237177,6.18530085148878e-06,0.00141436009229955,4.5738827918278,FALSE
"ENST00000357156",1.01079210843847,7.41416114562593,10.1673302392342,6.20568590413646e-06,0.00141436009229955,4.57068824335476,TRUE
"ENST00000249014",-2.1903741554032,2.17421997718769,-10.1345923159648,6.36096061978807e-06,0.00143206943904765,4.5466843202906,TRUE
"ENST00000578444",-0.569569495668057,5.09710477394635,-10.1184963947365,6.43888518565958e-06,0.0014321477037646,4.53485160589998,FALSE
"ENST00000296511",1.02041962436169,6.20490519697397,10.0793196025017,6.63302927653719e-06,0.00144639939427817,4.50596565563698,TRUE
"ENST00000309576",1.25357181274069,2.86801749207275,10.0740458012831,6.65965811785085e-06,0.00144639939427817,4.50206786432228,TRUE
"ENST00000320230",-0.75391422776719,4.43223537216886,-10.0574672266838,6.74414586081733e-06,0.00144771717135522,4.4898004674059,FALSE
"ENST00000448301",1.00240326720801,5.34791277815725,10.0310730645889,6.88112857153463e-06,0.00146014384550691,4.47022476354188,TRUE
"ENST00000430350",-1.396477289372,3.99330069171697,-10.0057205016037,7.01562708363364e-06,0.00147176694989728,4.45136911027268,TRUE
"ENST00000244050",-0.914082609158094,3.26021453151942,-9.78896461289043,8.29281119026685e-06,0.00171334650321993,4.28803340742388,FALSE
"ENST00000582401",0.86006530449689,6.54850700510605,9.76819063273939,8.42821511125302e-06,0.00171334650321993,4.27217677027799,FALSE
"ENST00000391839",0.562404399717548,4.99850068963227,9.7655477767756,8.44561680261165e-06,0.00171334650321993,4.27015692745404,FALSE
"ENST00000556387",-1.38594888582275,2.56075277954272,-9.72345626180616,8.72822285452087e-06,0.00175143176214467,4.23790943936458,TRUE
"ENST00000480760",1.05451736160476,5.63030999457251,9.69237980374488,8.94362497565203e-06,0.00177535764167217,4.21400586196378,TRUE
"ENST00000335209",-0.782676213975571,6.2742077446754,-9.65977124791673,9.17602528226366e-06,0.00178690217759677,4.18883657625702,FALSE
"ENST00000297990",-0.829285463992227,4.78278759744938,-9.65709860368171,9.19536898714549e-06,0.00178690217759677,4.18676969130958,FALSE
"ENST00000576252",1.53986723660831,3.29851606582431,9.59392551542585,9.66606582305416e-06,0.00184680496921158,4.13773873963296,TRUE
"ENST00000559991",-0.712989737349719,4.00799766555081,-9.58285942232518,9.75124558132074e-06,0.00184680496921158,4.12911501887339,FALSE
"ENST00000495276",-0.798320046823734,4.66055737477782,-9.57609274464063,9.80374232071581e-06,0.00184680496921158,4.12383664998256,FALSE
"ENST00000368323",0.86807638225844,3.0481168237557,9.54372185169117,1.00592673099381e-05,0.00186784811000423,4.09853143419835,FALSE
"ENST00000279550",-0.642546625022755,5.85062577167314,-9.53643469167106,1.01178056985224e-05,0.00186784811000423,4.092822470679,FALSE
"ENST00000581373",1.07923611665592,2.84964120219733,9.48026780061474,1.0581925357934e-05,0.00191717343582398,4.04866624830751,TRUE
"ENST00000306042",0.852149351270856,3.78926660691381,9.47899752369229,1.05926921864496e-05,0.00191717343582398,4.04766445332554,FALSE
"ENST00000480798",1.30382936971386,5.59489546943557,9.4500097617382,1.08417329369438e-05,0.00194319642474679,4.02476539709225,TRUE
"ENST00000265563",-0.722842384341499,3.47501369751086,-9.40061181517849,1.12812637387411e-05,0.00196157662964494,3.98557451364774,FALSE
"ENST00000356415",-1.40019193137076,4.78192961782216,-9.39199256329277,1.13599675708792e-05,0.00196157662964494,3.97871437469502,TRUE
"ENST00000409687",-0.742982407168815,5.4608963208926,-9.38651204989825,1.14103284626235e-05,0.00196157662964494,3.97434899440177,FALSE
"ENST00000575111",-0.566719477471584,4.74066160355607,-9.38568217958426,1.14179758257962e-05,0.00196157662964494,3.97368774979373,FALSE
"ENST00000219596",0.990673562817835,2.84282380865963,9.37945330153558,1.14755579871975e-05,0.00196157662964494,3.96872261807207,FALSE
"ENST00000299314",-1.26173787039731,2.29486538246184,-9.34347055171398,1.18145819703297e-05,0.00199483025734329,3.93997334485181,TRUE
"ENST00000370110",-0.701106996893569,6.05024037835715,-9.33043251831737,1.19401606705334e-05,0.00199483025734329,3.92952807699447,FALSE
"ENST00000355773",0.769186116978851,3.36920304980867,9.32092927359842,1.20326282337363e-05,0.00199483025734329,3.9219051778379,FALSE
"ENST00000331495",0.878795253877248,3.95302798413906,9.31381995297693,1.21023232123097e-05,0.00199483025734329,3.9161972950198,FALSE
"ENST00000256495",1.12468881153657,3.40446409562396,9.2963816157181,1.22751850048043e-05,0.00200541761392648,3.90217750676542,TRUE
"ENST00000374315",-0.699782374614686,5.08895786476776,-9.28301867378889,1.24095062973597e-05,0.00200957803294349,3.89141587072385,FALSE
"ENST00000162330",1.63020664331233,3.2372633168756,9.26773506697758,1.2565140328277e-05,0.0020170874400028,3.87908792879031,TRUE
"ENST00000371692",-0.758621688968827,3.89878763406874,-9.22717591403274,1.29887795882664e-05,0.00204621800756674,3.84627105780201,FALSE
"ENST00000301454",-0.706304813820248,3.69979006357141,-9.21964347624305,1.30691908080311e-05,0.00204621800756674,3.84016021388162,FALSE
"ENST00000379454",-1.19013303999371,2.4987271493537,-9.20951025437886,1.3178240424302e-05,0.00204621800756674,3.83193137116606,TRUE
"ENST00000344726",-0.817083262105938,4.58798443578667,-9.19834922613957,1.3299522716547e-05,0.00204621800756674,3.82285716640712,FALSE
"ENST00000380198",-1.0912365286827,3.05558642479112,-9.19823182980065,1.33008049893294e-05,0.00204621800756674,3.82276166038566,TRUE
"ENST00000228251",-0.718196804893188,6.60401997672009,-9.13550254806213,1.40060418294672e-05,0.00213690527449416,3.77155061513527,FALSE
"ENST00000494695",-0.805679604407868,3.80624128914474,-9.09331810731974,1.45036440627941e-05,0.00217789239201821,3.73691048436643,FALSE
"ENST00000453748",-1.02285755896905,3.71410084410034,-9.09273726720241,1.45106312885673e-05,0.00217789239201821,3.73643238537739,TRUE
"ENST00000366649",-0.718355909774718,4.21870215343981,-9.06508037512432,1.4847699455717e-05,0.00219303173665783,3.71363167619972,FALSE
"ENST00000264187",-0.742638499589907,3.35770364435722,-9.06496809483254,1.48490854819473e-05,0.00219303173665783,3.71353896743054,FALSE
"ENST00000327435",-0.702885403354372,6.34033837038072,-9.04136956627469,1.51436095477178e-05,0.00221272074995852,3.69402808625843,FALSE
"ENST00000510661",1.42673306503847,2.10945511263038,9.03516508543243,1.52221188042214e-05,0.00221272074995852,3.68888978306254,TRUE
"ENST00000322910",0.912648499025383,3.22926155776518,9.01157886691728,1.55247241050993e-05,0.00223907759143936,3.66932408634657,FALSE
"ENST00000492383",0.631311136708736,5.13181951517327,8.99013169758372,1.58056959194656e-05,0.00226192986332756,3.65148798365205,FALSE
"ENST00000258145",0.714117479155453,4.84949316539762,8.97623066594041,1.59908240534677e-05,0.00227082002193128,3.63990459839086,FALSE
"ENST00000408157",5.10031319588822,1.4043996761539,8.95542988636376,1.62723555288606e-05,0.00229315996502515,3.62253812832987,TRUE
"ENST00000551094",-1.48130561153056,2.02603701487197,-8.88948970379189,1.72018694688372e-05,0.00240578569897125,3.5672166544193,TRUE
"ENST00000538595",-0.881312960888429,2.90061608171016,-8.86968836348825,1.74923972559124e-05,0.00242802365219096,3.55052396158427,FALSE
"ENST00000337979",0.784458960432129,3.51202106423667,8.82651391762924,1.81449425351128e-05,0.00249980435925909,3.51399849940185,FALSE
"ENST00000594496",-0.529342557842262,6.66035239709581,-8.80239499056749,1.85212191302225e-05,0.00251271679781286,3.49351658674274,FALSE
"ENST00000377199",-0.544821215727547,5.48871363184384,-8.79809259359642,1.85892468340111e-05,0.00251271679781286,3.48985712039435,FALSE
"ENST00000507010",-1.34959198199672,6.25923367903772,-8.79445393089659,1.86469964411658e-05,0.00251271679781286,3.48676081845946,TRUE
"ENST00000355906",2.36497286997598,2.1555859309601,8.76458047038344,1.91287248050495e-05,0.00251691641543751,3.46129208940356,TRUE
"ENST00000340648",-0.781130987697254,4.0800776698988,-8.75539541821684,1.92796049264435e-05,0.00251691641543751,3.45344408174919,FALSE
"ENST00000368170",1.49389600323411,2.21439389527373,8.75349732567396,1.93109488014636e-05,0.00251691641543751,3.45182127566681,TRUE
"ENST00000393812",-0.872226177971233,4.94826804417424,-8.75177492649304,1.93394403615742e-05,0.00251691641543751,3.45034838080138,FALSE
"ENST00000371732",-0.956343646667668,3.50139081107323,-8.75054303012904,1.93598467576039e-05,0.00251691641543751,3.44929475962932,FALSE
"ENST00000498660",0.846615659526377,3.71288680096817,8.70999758574102,2.00450117677969e-05,0.00254691542347355,3.41453499698398,FALSE
"ENST00000330387",0.93302636323727,4.92984388365714,8.69832473779252,2.02472274292291e-05,0.00254691542347355,3.40449827252387,FALSE
"ENST00000343882",-1.16925588858096,2.35802525960073,-8.69681208371467,2.02735973842877e-05,0.00254691542347355,3.4031966700119,TRUE
"ENST00000216968",-1.33220247118002,2.53291055002333,-8.68522596071549,2.04768462786967e-05,0.00254691542347355,3.3932197038317,TRUE
"ENST00000369152",-0.721765995892615,4.54630374382768,-8.67433610146391,2.06699450365293e-05,0.00254691542347355,3.38383037437817,FALSE
"ENST00000265537",-0.871156203105936,3.42317853482559,-8.6694207496534,2.07577653890145e-05,0.00254691542347355,3.37958852585338,FALSE
"ENST00000424349",-0.733708173984992,4.23284582593606,-8.65471319064871,2.10230222263188e-05,0.00254691542347355,3.3668820999465,FALSE
"ENST00000348354",0.868472112156556,4.84085597415588,8.64026446774307,2.12872796576165e-05,0.00254691542347355,3.35437867336725,FALSE
"ENST00000492356",0.505265540532893,5.57261527855182,8.63369635480554,2.14086233620853e-05,0.00254691542347355,3.34868808652318,FALSE
"ENST00000620518",-0.720637756457452,4.65501943567477,-8.62811577686182,2.15123261648937e-05,0.00254691542347355,3.34384976748187,FALSE
"ENST00000303575",-0.713645464146048,5.2421455828914,-8.62407145057293,2.15878295705546e-05,0.00254691542347355,3.34034145437971,FALSE
"ENST00000448869",1.71290103238769,2.18584157233742,8.61972292464917,2.16693403982946e-05,0.00254691542347355,3.33656746409134,TRUE
"ENST00000394920",-0.737638584452315,6.50293044586218,-8.61654799762264,2.1729068494419e-05,0.00254691542347355,3.33381083938421,FALSE
"ENST00000329421",-0.931635429733539,6.595207089091,-8.61120715088048,2.18299554948118e-05,0.00254691542347355,3.32917141973546,FALSE
"ENST00000262428",-0.573970097236333,7.01964973376886,-8.60894001222829,2.1872938169831e-05,0.00254691542347355,3.32720118063319,FALSE
"ENST00000273480",-1.37016064702393,2.84342918793042,-8.60417015733572,2.19636768927293e-05,0.00254691542347355,3.32305432126384,TRUE
"ENST00000409116",-1.1213457793141,3.40073934400019,-8.60362574994761,2.19740598940189e-05,0.00254691542347355,3.32258087682574,TRUE
"ENST00000278840",-0.563626527224236,4.86536070467087,-8.59504559450981,2.21384232608419e-05,0.00254691542347355,3.31511527321618,FALSE
"ENST00000337970",-0.663609795733169,8.003796393033,-8.59123418640924,2.2211872768498e-05,0.00254691542347355,3.31179663070811,FALSE
"ENST00000227756",-1.11525520090508,2.68437756731343,-8.56033805872842,2.28173533681099e-05,0.00260019234894245,3.28484191655142,TRUE
"ENST00000373203",-0.79090323085073,5.10159631302307,-8.54301513352237,2.31648354881268e-05,0.00261769002192126,3.26968743986974,FALSE
"ENST00000546580",0.639195192534154,5.15891874126473,8.53859232867741,2.3254491284063e-05,0.00261769002192126,3.2658134895028,FALSE
"ENST00000242465",0.724302796398899,11.1693472753915,8.51314745637178,2.37778305843804e-05,0.00265073476278828,3.24348835105556,FALSE
"ENST00000621127",-0.693687407338693,3.98723752895586,-8.51039510968682,2.38352186026139e-05,0.00265073476278828,3.24106958784479,FALSE
"ENST00000273963",-1.30784966102974,2.48452450729564,-8.48656748200957,2.4338513463012e-05,0.00267984986787659,3.22009815574934,TRUE
"ENST00000193322",0.780562331659698,3.9467341612706,8.48428477898746,2.43873450952422e-05,0.00267984986787659,3.21808609027658,FALSE
"ENST00000379965",0.623827436150809,4.75300110630662,8.43937942888775,2.53704105464066e-05,0.00277137958045688,3.17839812083295,FALSE
"ENST00000269593",-0.544190000874353,5.63954295555926,-8.42227705987048,2.57563107908225e-05,0.00279698384417279,3.16322928927108,FALSE
"ENST00000374023",0.522767376377448,4.79083793365937,8.36956633487343,2.6987247880155e-05,0.00291351802991544,3.11629108464366,FALSE
"ENST00000408294",-1.81490623696709,2.3282336684396,-8.32703597996362,2.80280865603616e-05,0.0030082936394816,3.07821161834977,TRUE
"ENST00000432365",-0.750667029012769,3.46635217076643,-8.28169612982859,2.91869726048702e-05,0.00311457052750583,3.03741190737956,FALSE
"ENST00000393099",-0.710198110532277,2.93616763165927,-8.27200878108477,2.94414124887093e-05,0.00312366618364403,3.02866707728592,FALSE
"ENST00000373001",0.70876933659794,3.63521323569317,8.26391098764292,2.96559906601168e-05,0.00312845282043666,3.02134968721161,FALSE
"ENST00000308647",-0.694889071513863,5.04746879673821,-8.24518508951204,3.01588696290481e-05,0.0031608169341523,3.0044023775033,FALSE
"ENST00000400888",-1.11283327049641,3.65055565283818,-8.22943625351592,3.05891265134547e-05,0.0031608169341523,2.99012112902576,TRUE
"ENST00000332707",-0.689206407073709,4.96820179551165,-8.22321149696698,3.07610595090207e-05,0.0031608169341523,2.9844693106119,FALSE
"ENST00000243918",-0.859345110976341,2.91031755539605,-8.21943615360215,3.08658595557471e-05,0.0031608169341523,2.98103948673305,FALSE
"ENST00000450372",0.902247092527745,3.68454645440556,8.21314032304586,3.10415077364088e-05,0.0031608169341523,2.975316539265,FALSE
"ENST00000561336",0.813672519295302,4.43065533166659,8.21253382422164,3.10584869662419e-05,0.0031608169341523,2.97476500947743,FALSE
"ENST00000374379",-0.903835674397036,3.57612010510438,-8.20886932255058,3.1161295813646e-05,0.0031608169341523,2.97143181572288,FALSE
"ENST00000285930",-0.520076356538122,6.52050936578953,-8.18785622942869,3.17581600361797e-05,0.00320375624277549,2.95229137406554,FALSE
"ENST00000543226",0.728701242500577,3.59817245003365,8.17684096236595,3.20760978534257e-05,0.00321824370908746,2.94223926867669,FALSE
"ENST00000352301",-1.02415017592039,5.93514913871833,-8.17084581842742,3.22506198275436e-05,0.00321826320343937,2.93676297514397,TRUE
"ENST00000389879",-0.654135322326084,4.13542057056441,-8.1481097478558,3.29221110498249e-05,0.00326760802199364,2.91596021350114,FALSE
"ENST00000582743",0.65722471869835,7.40267337425402,8.13665910138596,3.32661541224498e-05,0.00328138206479015,2.90546259831903,FALSE
"ENST00000230990",0.849029576148713,2.96187277844079,8.12676865489635,3.35665297182216e-05,0.00328138206479015,2.89638417099595,FALSE
"ENST00000531491",-0.568916496181757,5.96365481428195,-8.12586482987656,3.35941287170434e-05,0.00328138206479015,2.89555403495936,FALSE
"ENST00000407315",-0.507737807581628,5.25272411569775,-8.09545372067771,3.45375803410054e-05,0.00334902870639938,2.86757184898161,FALSE
"ENST00000301458",-0.668241984269859,6.17035621306955,-8.09063101524427,3.4689877021849e-05,0.00334902870639938,2.86312530450772,FALSE
"ENST00000588162",-0.689402957169214,5.32287776121787,-8.08618573533669,3.4830914448225e-05,0.00334902870639938,2.85902455429721,FALSE
"ENST00000219066",-0.722547685175988,4.75206191310953,-8.0757382511993,3.51648954476198e-05,0.00336362246040679,2.84937850871006,FALSE
"ENST00000429504",-1.37478025261311,2.90163032335925,-8.06544426708152,3.5497444489368e-05,0.00336386246250477,2.83986279824543,TRUE
"ENST00000542061",-0.820268043055505,2.99360602767378,-8.06438586185533,3.55318336053535e-05,0.00336386246250477,2.8388837717868,FALSE
"ENST00000590869",-1.58357715156387,1.98812785478732,-8.00228214473732,3.76158170597316e-05,0.00354298774867197,2.78122750051854,TRUE
"ENST00000588354",0.857960974480508,2.65349839773094,7.98974649183789,3.80526970866236e-05,0.00356594335490436,2.7695392302252,FALSE
"ENST00000274276",0.926334364230059,3.51881492712952,7.97173987121574,3.86901171517163e-05,0.00360361721678432,2.75272009551726,FALSE
"ENST00000399022",-0.674103603234662,3.57274914598347,-7.96360519089897,3.89819507029883e-05,0.00360361721678432,2.74511036002776,FALSE
"ENST00000420218",0.722851661016388,5.5289131453477,7.96198613710941,3.90403251913149e-05,0.00360361721678432,2.74359493029514,FALSE
"ENST00000337273",-1.03700118615453,3.55405020232884,-7.94580684666568,3.96290144949458e-05,0.00363975739597609,2.72843552677168,TRUE
"ENST00000232564",-1.06369351783568,3.24622849443814,-7.93255669447915,4.01184553397511e-05,0.00366646932686706,2.7159994159047,TRUE
"ENST00000368489",-0.937925851198537,3.19187555507915,-7.92630510127861,4.03517021640922e-05,0.00366961957463697,2.71012525716575,FALSE
"ENST00000380751",-0.736278785667896,3.36765633940447,-7.90093070241169,4.13139661677222e-05,0.00373871141873686,2.686239007308,FALSE
"ENST00000276570",1.91037548015492,2.00630467361656,7.87680803554814,4.22523812317487e-05,0.00380498151180153,2.66346571831225,TRUE
"ENST00000217195",-0.721801412198618,6.63602058779431,-7.85677723624042,4.30495746894453e-05,0.0038579524191352,2.64450682536699,FALSE
