"Transcript","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif"
"ENST00000332904",-1.46919527992546,2.35987871736453,-10.8970961405832,3.63952380948574e-06,0.000964857161384789,5.09318355922302,TRUE
"ENST00000242719",0.975614448379891,4.36956792141763,10.8897588126841,3.6585234438511e-06,0.000964857161384789,5.08814524680999,FALSE
"ENST00000306390",1.50381952887317,3.47728337808522,10.8520395096931,3.75795672928835e-06,0.00097712167858299,5.0621846510313,TRUE
"ENST00000455784",-1.16849335568891,3.2797160977917,-10.8082323881074,3.87723638379288e-06,0.000987006140775836,5.03190759442116,TRUE
"ENST00000397572",-0.929244929586366,3.870183188276,-10.7816410950431,3.95169461532957e-06,0.000987006140775836,5.01346253992931,FALSE
"ENST00000544626",-1.97106385872487,2.01858390657922,-10.771825484043,3.97958076308001e-06,0.000987006140775836,5.00664117382657,TRUE
"ENST00000610579",0.986793171135118,4.4301216687435,10.7612645775558,4.00982940025934e-06,0.000987006140775836,4.99929415974526,FALSE
"ENST00000307826",1.0422154099313,5.28934193263066,10.7347063385541,4.08703615390703e-06,0.000991150060638347,4.98078274612431,TRUE
"ENST00000085079",0.706706562462894,5.95047692473435,10.7096295453858,4.16145910732377e-06,0.000991150060638347,4.96325732435673,FALSE
"ENST00000527958",0.770618368562827,4.54174101982521,10.685144905221,4.2355841806757e-06,0.000991150060638347,4.94610191877193,FALSE
"ENST00000370435",-1.10233442299333,4.95082048548751,-10.6832375460468,4.24142000923186e-06,0.000991150060638347,4.94476368645867,TRUE
"ENST00000331495",0.998538595185794,3.95302798413906,10.5829072820164,4.56140028339348e-06,0.00105260013289659,4.87399692184205,FALSE
"ENST00000377424",0.682157094451196,4.27721435692315,10.5359519864458,4.7203203180717e-06,0.00107582510360397,4.84062395859387,FALSE
"ENST00000306042",0.93970186853325,3.78926660691381,10.4528996842532,5.01673791830196e-06,0.00111788341770936,4.78119520215996,FALSE
"ENST00000330261",-1.29150305640596,8.97557068062358,-10.450403000874,5.02596412273858e-06,0.00111788341770936,4.77940071307397,TRUE
"ENST00000319518",-1.37589717075483,3.06484675645037,-10.4005931024937,5.21403770547022e-06,0.00114590892953197,4.74350208854612,TRUE
"ENST00000291572",-1.11360778500959,3.00467930792728,-10.3246160047319,5.51619523776622e-06,0.0011855802432537,4.68838349913978,TRUE
"ENST00000544848",1.080363762826,6.13914228463828,10.3229613761705,5.52298905367089e-06,0.0011855802432537,4.68717824650156,TRUE
"ENST00000349606",1.09841951191035,3.03501088378353,10.2797879921633,5.70359223774909e-06,0.00118757739825057,4.65565624471946,TRUE
"ENST00000244741",2.11838632827481,5.9251132618812,10.2549382258873,5.81051982825252e-06,0.00118757739825057,4.63744798215219,TRUE
"ENST00000261739",-0.878794254480071,3.3522206214944,-10.2394347990292,5.87836023206401e-06,0.00118757739825057,4.62606401726134,FALSE
"ENST00000494695",-0.906396545886126,3.80624128914474,-10.2300617739677,5.91980252417319e-06,0.00118757739825057,4.61917253058487,FALSE
"ENST00000295317",1.07254993248147,3.34135646785444,10.2288750481196,5.92507272403786e-06,0.00118757739825057,4.61829951010764,TRUE
"ENST00000398970",0.894599473897191,3.31395421662478,10.2287951199958,5.92542786920787e-06,0.00118757739825057,4.61824070669284,FALSE
"ENST00000297632",1.23716815581992,2.83515537150179,10.215998138894,5.98259563605997e-06,0.00118757739825057,4.60881954741219,TRUE
"ENST00000162330",1.79071648084366,3.2372633168756,10.1802345074543,6.14564469219283e-06,0.00119701294748843,4.58242297729269,TRUE
"ENST00000275428",-0.897464953171336,4.77719171972423,-10.1771776998499,6.15980878670714e-06,0.00119701294748843,4.58016218454491,FALSE
"ENST00000620913",-0.775939153328081,4.68261845847874,-10.1427830902591,6.32171039684294e-06,0.00121567807954289,4.55467394836801,FALSE
"ENST00000610382",4.65123975298428,1.3754782781424,10.0926314082922,6.56633997457509e-06,0.00124051645763997,4.51734284056411,TRUE
"ENST00000355773",0.832555856764896,3.36920304980867,10.0888381705401,6.5852669329244e-06,0.00124051645763997,4.5145112439231,FALSE
"ENST00000370542",1.15018631497337,3.50468222001401,10.0617956313908,6.7219729443574e-06,0.00125347820733113,4.49429146361297,TRUE
"ENST00000399774",-1.59559793602566,4.58521266786326,-10.0231613939171,6.92279039375039e-06,0.00126673548498597,4.4653040363417,TRUE
"ENST00000361505",0.749653687970019,7.37602083583922,10.0126096967635,6.97879180535385e-06,0.00126673548498597,4.45736642263143,FALSE
"ENST00000550491",1.16465561056604,5.25068331391408,10.0088406098296,6.99891768964677e-06,0.00126673548498597,4.45452894023449,TRUE
"ENST00000301454",-0.765084625494122,3.69979006357141,-9.9869168922384,7.11727267343376e-06,0.00126793080725004,4.43800161558954,FALSE
"ENST00000582743",0.806297219775175,7.40267337425402,9.9822259039484,7.142885214994e-06,0.00126793080725004,4.43446029449275,FALSE
"ENST00000176763",0.72178612726044,4.31086204940993,9.9651470409223,7.23700519423426e-06,0.00127240336086437,4.42155222174795,FALSE
"ENST00000453348",-1.37539617135496,3.49777253799796,-9.938767859369,7.38510257726448e-06,0.00128175315057173,4.40156900274605,TRUE
"ENST00000303562",1.05183408487756,3.89203382901743,9.93105404850421,7.42904431564785e-06,0.00128175315057173,4.39571491464741,TRUE
"ENST00000368034",1.64822638786172,1.98178414420841,9.90532221033983,7.57774330528111e-06,0.00129530295517402,4.37615201970796,TRUE
"ENST00000429630",2.1598885384492,2.16026300774299,9.85511189346943,7.87753122730392e-06,0.001334193614562,4.33782454172179,TRUE
"ENST00000302424",0.898965333686366,3.62416198479611,9.81466185060436,8.12865501239699e-06,0.00135898836939186,4.3067979683377,FALSE
"ENST00000249014",-2.11782393416406,2.17421997718769,-9.79891134891264,8.22883701355341e-06,0.00135898836939186,4.29468052290945,TRUE
"ENST00000409600",-1.0703542208314,5.90422116249819,-9.79642606857194,8.24476991343312e-06,0.00135898836939186,4.29276664229523,TRUE
"ENST00000372733",1.16956780088194,3.51951459412083,9.74474740191375,8.58397909624433e-06,0.00140237909819262,4.25285419958181,TRUE
"ENST00000375050",0.744852528205525,4.33298379956873,9.71172058639671,8.80888140520115e-06,0.00140709043209101,4.22723111907083,FALSE
"ENST00000621127",-0.790530010858858,3.98723752895586,-9.69849339529539,8.90078651109451e-06,0.00140709043209101,4.21694366210378,FALSE
"ENST00000292596",-2.1854159708438,4.37970331388516,-9.69699988704184,8.91123054311403e-06,0.00140709043209101,4.21578116833834,TRUE
"ENST00000561336",-0.960657335291251,4.43065533166659,-9.69607633596725,8.91769571283505e-06,0.00140709043209101,4.21506221584604,FALSE
"ENST00000347739",0.834297936164073,3.99854819351749,9.67269911664415,9.08309444517503e-06,0.00141353015054812,4.19684012694799,FALSE
"ENST00000382952",-0.948775643165748,4.99276828511671,-9.66871169773467,9.11164551840236e-06,0.00141353015054812,4.19372744630776,FALSE
"ENST00000373943",0.79575065227199,3.38164120089886,9.65382405139555,9.219130959456e-06,0.00141828647202098,4.18209399044849,FALSE
"ENST00000313375",-1.95315169374508,1.80020638817386,-9.59377028821379,9.66725492567442e-06,0.00146803444379822,4.13497757939102,TRUE
"ENST00000231461",1.09228210562567,2.4965123028496,9.58930326598273,9.70154391113066e-06,0.00146803444379822,4.13146070964582,TRUE
"ENST00000409687",-0.753280598668104,5.4608963208926,-9.51661485942315,1.02789456462735e-05,0.00152878820626352,4.0739948895448,FALSE
"ENST00000278840",-0.623971224884712,4.86536070467087,-9.5152745098042,1.02899455990682e-05,0.00152878820626352,4.07293100327645,FALSE
"ENST00000381112",1.1344222175265,3.71279739087458,9.50780674247291,1.03514720645112e-05,0.00152878820626352,4.06700073420944,TRUE
"ENST00000379965",0.702029089758064,4.75300110630662,9.49732171951589,1.04385490835083e-05,0.00152941313198925,4.05866634051069,FALSE
"ENST00000580965",-0.791290422417648,3.80619610961687,-9.48492457680709,1.0542558617576e-05,0.00153091997175318,4.04879984252072,FALSE
"ENST00000553110",-0.633979232341941,10.6314808476222,-9.4709092141712,1.06615348466169e-05,0.00153091997175318,4.03762952071801,FALSE
"ENST00000361298",-0.718744372243773,6.08389008299303,-9.46233429876212,1.07350629798659e-05,0.00153091997175318,4.03078691372472,FALSE
"ENST00000225174",-0.759215203992017,6.38006377106994,-9.45706305560669,1.07805425669202e-05,0.00153091997175318,4.0265774184733,FALSE
"ENST00000367311",1.06647737064325,4.17685711416323,9.40656731609248,1.12272372573943e-05,0.00158218341228058,3.98613070642297,TRUE
"ENST00000230895",0.536118878742804,8.0483458796539,9.36650760595538,1.15962686589238e-05,0.0016218084523666,3.95388532835801,FALSE
"ENST00000225972",-0.502950536483718,6.68698320363532,-9.34713241069473,1.17795765725582e-05,0.00163505836921802,3.93823921907983,FALSE
"ENST00000303155",1.10654561271557,2.70454228314535,9.32954821210299,1.19487316433674e-05,0.00164616070797168,3.92401086017841,TRUE
"ENST00000523496",-1.30175427113241,2.25462481306394,-9.25407009825291,1.27061303353069e-05,0.00173753979348223,3.86262714602615,TRUE
"ENST00000438323",0.934917063760523,4.05019545409081,9.23466632912736,1.29093619034409e-05,0.0017523509566134,3.84676499750867,FALSE
"ENST00000320963",-1.10931182706004,4.75160912584379,-9.20547696494004,1.32219261000147e-05,0.00178167866957936,3.82283998412613,TRUE
"ENST00000246024",0.790059137776168,4.27126459528949,9.1801786486595,1.34996376659004e-05,0.00178263081432264,3.80204246357598,FALSE
"ENST00000607355",2.00453687323162,5.59556008326929,9.16714516098549,1.36452380601965e-05,0.00178263081432264,3.79130527727163,TRUE
"ENST00000366976",-1.78332244379104,3.10971599540432,-9.16520445191201,1.36670671140588e-05,0.00178263081432264,3.78970518173461,TRUE
"ENST00000334464",-0.756733654044885,2.99767262346629,-9.1609390511158,1.37151807618637e-05,0.00178263081432264,3.78618720655435,FALSE
"ENST00000455895",0.75844033694373,3.48173397571325,9.15710227884568,1.37586203366108e-05,0.00178263081432264,3.78302134832138,FALSE
"ENST00000371953",-0.974727810811929,2.90964039169453,-9.14976165268209,1.38421569665857e-05,0.00178263081432264,3.77696062867791,FALSE
"ENST00000296214",-0.959100889492654,4.49760712433634,-9.13047439307276,1.40643454671575e-05,0.00178263081432264,3.76101304987435,FALSE
"ENST00000356508",-1.4907259530766,7.7006398526482,-9.12310767937231,1.41502533401823e-05,0.00178263081432264,3.75491302057981,TRUE
"ENST00000355653",0.68641366297552,6.31825514549525,9.12217291475463,1.41611958446879e-05,0.00178263081432264,3.75413863384852,FALSE
"ENST00000383820",-0.624953883198616,5.2016875147605,-9.11932330771757,1.41946118685569e-05,0.00178263081432264,3.75177744529274,FALSE
"ENST00000594786",-0.693945747351905,4.22743104614314,-9.08184060971656,1.4642408534616e-05,0.00182644259430774,3.72065045555924,FALSE
"ENST00000306061",-1.25562036391135,7.19101164315006,-9.07187658616878,1.47640717738439e-05,0.00182925858400626,3.71235441003006,TRUE
"ENST00000405489",-0.701556763651685,4.53070105796871,-9.04649082845009,1.50791457970305e-05,0.00185584073705987,3.69117715860131,FALSE
"ENST00000284376",0.707791548778223,3.44299033475436,9.03176706519218,1.52653076980865e-05,0.001857450530355,3.67886723766847,FALSE
"ENST00000341776",0.654013650239533,4.16353801883805,9.02955819933104,1.52934554257061e-05,0.001857450530355,3.6770187779692,FALSE
"ENST00000260818",-0.692201111317253,4.22642515538041,-9.00148113231445,1.56563136667755e-05,0.00188828505482102,3.65348367973942,FALSE
"ENST00000262942",0.735857193377879,6.17456643225136,8.9942048049486,1.57519039294966e-05,0.00188828505482102,3.6473725534641,FALSE
"ENST00000582723",-1.73664660622859,3.33902786745242,-8.9790592711162,1.59529595266422e-05,0.00190004894078284,3.63463664719299,TRUE
"ENST00000268638",-0.583904414631669,7.85744473883988,-8.95051078897884,1.63397360305277e-05,0.00193060720377977,3.61057230458927,FALSE
"ENST00000285679",-0.838486996771691,3.55161359459597,-8.94477577686351,1.64186843071028e-05,0.00193060720377977,3.60572895241225,FALSE
"ENST00000355857",-1.07515195095389,7.69689742341004,-8.91962886103679,1.6769895562e-05,0.00195942431626634,3.58445556856273,TRUE
"ENST00000396344",-1.40942951303965,3.6979494488704,-8.8899013576589,1.71958867703502e-05,0.00199312474287367,3.55923085349867,TRUE
"ENST00000300035",-0.628043529956038,4.88026634231446,-8.88452184131079,1.72742516039103e-05,0.00199312474287367,3.55465730378751,FALSE
"ENST00000614651",-1.0795795632691,5.6543304551309,-8.86539549699032,1.75560990347155e-05,0.00201306300794958,3.53837444223219,TRUE
"ENST00000263621",-0.708607354758321,9.93780182786055,-8.84928070530098,1.77975353346652e-05,0.00202528720812328,3.52462863694338,FALSE
"ENST00000605844",0.541033986770541,6.39807457316607,8.83121505551562,1.80725936106249e-05,0.00202528720812328,3.50918957493387,FALSE
"ENST00000287156",0.963358110919661,3.96955913086751,8.82963526523674,1.80968702488192e-05,0.00202528720812328,3.507838002745,FALSE
"ENST00000568457",0.896478442176153,3.32711271423409,8.82933214847473,1.8101532383963e-05,0.00202528720812328,3.50757864748197,FALSE
"ENST00000261438",0.916780633373042,2.62194519970168,8.82044294067188,1.82388491290338e-05,0.00202835779380177,3.49996891501699,FALSE
"ENST00000597629",0.787685189274875,5.88239547941503,8.79806264325229,1.85897213677584e-05,0.0020549990788634,3.48077670314966,FALSE
"ENST00000252593",-0.680236969927382,7.88248902921092,-8.78962362330477,1.87239667710085e-05,0.00205751875333088,3.47352744815886,FALSE
"ENST00000619570",-0.800672318807272,5.85188045013942,-8.74648024306478,1.9427316562721e-05,0.00211320974758658,3.43636028278013,FALSE
"ENST00000283148",0.677869953375882,4.24194681282115,8.74453535046188,1.94597073338237e-05,0.00211320974758658,3.43468059655442,FALSE
"ENST00000554578",-0.670721688466594,4.18021005893123,-8.63821767833663,2.13250113294168e-05,0.00229112338044336,3.3423050312958,FALSE
"ENST00000374050",0.700662497408364,6.74671017358474,8.63631229393183,2.13602029931171e-05,0.00229112338044336,3.34063950720517,FALSE
"ENST00000368797",-0.618198745178435,5.35286596646635,-8.62178066158618,2.16307267024558e-05,0.00229112338044336,3.32792553751045,FALSE
"ENST00000521180",0.903185984022456,3.92560172309322,8.61027689008949,2.18475809539309e-05,0.00229112338044336,3.31784605397611,FALSE
"ENST00000488212",-1.80163115990158,1.9327329671674,-8.60802064342178,2.18903952438724e-05,0.00229112338044336,3.31586763468562,TRUE
"ENST00000272252",0.758336089848722,3.86025939266402,8.60435674950727,2.19601194381775e-05,0.00229112338044336,3.31265383888377,FALSE
"ENST00000433358",0.813761964761431,3.67160378330191,8.604007103251,2.19667861079289e-05,0.00229112338044336,3.31234707682281,FALSE
"ENST00000322910",0.869272199620114,3.22926155776518,8.58327712373463,2.23660863724716e-05,0.00231966472203482,3.29413819254405,FALSE
"ENST00000318008",0.621867229772448,6.43637781715862,8.57244627226211,2.25779090721393e-05,0.002328551840116,3.28460774548551,FALSE
"ENST00000054666",0.536017734079847,4.75866566554794,8.55544959138591,2.2914822051912e-05,0.00234513392013406,3.26962846773251,FALSE
"ENST00000295304",-1.56520225555339,2.74574522058365,-8.55155752526986,2.29927544306519e-05,0.00234513392013406,3.26619435483112,TRUE
"ENST00000294360",-0.675407312408489,4.89651975943664,-8.53790261948536,2.32685072305164e-05,0.00235598396217423,3.25413428730764,FALSE
"ENST00000474180",-1.32701870459233,3.68980090233624,-8.52908818005473,2.34484580581962e-05,0.00235598396217423,3.24633953722858,TRUE
"ENST00000266659",0.983417131837143,4.53312659898937,8.52745391707686,2.34819917144282e-05,0.00235598396217423,3.24489348617278,FALSE
"ENST00000289429",1.67994441414784,2.07171112830317,8.51081486550026,2.38264565273001e-05,0.00237762277811075,3.23015560571191,TRUE
"ENST00000356950",1.98007491040529,5.37435370652616,8.49208903131868,2.42208443612456e-05,0.00240334291301818,3.21353645940599,TRUE
"ENST00000372117",-1.618724572918,2.06640886755211,-8.48228524935321,2.44302084066151e-05,0.00240334291301818,3.20482168514462,TRUE
"ENST00000578882",-1.71119387790806,2.87243863701074,-8.48021127787759,2.44747558446139e-05,0.00240334291301818,3.20297686207237,TRUE
"ENST00000367568",1.41987515503362,1.98117666362221,8.44081006782956,2.53384213085243e-05,0.00246744051866488,3.16784725820075,TRUE
"ENST00000408157",4.80579032099873,1.4043996761539,8.43828930014848,2.539481602006e-05,0.00246744051866488,3.16559447706204,TRUE
"ENST00000175091",-1.12451923967972,5.08464188708699,-8.41534156749851,2.59146564181073e-05,0.0024968027372466,3.14505695864171,TRUE
"ENST00000316218",-1.04521625379885,3.40827246714112,-8.40745069206391,2.6096129323985e-05,0.0024968027372466,3.13798260798834,TRUE
"ENST00000614556",0.511773378106599,5.62322924924619,8.40716381923077,2.61027532792695e-05,0.0024968027372466,3.13772530155659,FALSE
"ENST00000234831",0.536943823221491,6.05564487578626,8.37316552726401,2.69011526123722e-05,0.00254866894613085,3.10717209229187,FALSE
"ENST00000325551",-0.963791788876272,4.03646356758358,-8.372330455836,2.69211009422846e-05,0.00254866894613085,3.10642016627923,FALSE
"ENST00000455127",0.702826613864549,4.71333138395103,8.31397207335077,2.8356678000927e-05,0.00265130054176847,3.05369657383502,FALSE
"ENST00000264716",1.00976006845356,3.9173707074525,8.31166404715304,2.84151738467077e-05,0.00265130054176847,3.05160425269583,TRUE
"ENST00000429029",0.633957963314741,5.60247037887395,8.31084250664758,2.84360276946079e-05,0.00265130054176847,3.05085936065178,FALSE
"ENST00000261353",1.12282222054872,3.02764327195435,8.29804653902201,2.87630393014165e-05,0.00265426203511278,3.03924830960845,TRUE
"ENST00000468812",-0.523690354034745,5.23941516376552,-8.29462042620118,2.88513028094913e-05,0.00265426203511278,3.03613660759164,FALSE
"ENST00000378954",-0.866933908921989,3.53677673519153,-8.29109452168357,2.89424509067286e-05,0.00265426203511278,3.03293301351408,FALSE
"ENST00000382011",-0.534518915788328,6.76420317002457,-8.28722315589182,2.90428975187033e-05,0.00265426203511278,3.02941406683461,FALSE
"ENST00000394485",-0.822088747575609,6.83604862262513,-8.27793506250494,2.92854669416637e-05,0.00265790244386066,3.02096520730769,FALSE
"ENST00000373606",0.725931744488852,3.6662491376089,8.27166528221267,2.9450479593153e-05,0.00265790244386066,3.01525692017145,FALSE
"ENST00000367627",-0.609371394688992,4.02652168603054,-8.26923749598265,2.95146525644026e-05,0.00265790244386066,3.0130454681775,FALSE
"ENST00000357857",1.07210547047408,3.50361057252045,8.21756196808557,3.09180322195431e-05,0.00277076598449022,2.96583022686581,TRUE
"ENST00000281282",-0.73807840256872,3.17880832916379,-8.19203813066725,3.16383725909385e-05,0.00281862523524365,2.94240726710384,FALSE
